,name,year,quarter,sector,Relative Return,자본금 변화율,Label,Code
32,경방,2016,Q4,경기소비재,-0.2813695647129345,-0.0028966460353991863,-0.02973383446205497,000050
32,한국타이어월드와이드,2016,Q4,경기소비재,-0.19368253315611283,0.010502964098543677,0.012076016626146636,000240
32,기아차,2016,Q4,경기소비재,-0.15636195899343341,0.04554919988037476,-0.0629612035204867,000270
32,조선내화,2016,Q4,철강_소재,-0.14737252375136384,0.028794789916560815,-0.0291484299802046,000480
32,영풍,2016,Q4,철강_소재,-0.23635428470249803,-0.00016112434360415762,-0.04912454758259855,000670
32,동국제강,2016,Q4,철강_소재,0.2366102338807522,0.0003244794497552217,-0.1353534143764927,001230
32,세아베스틸,2016,Q4,철강_소재,0.013813479603057802,0.013892656770443379,-0.08047981011969141,001430
32,SK네트웍스,2016,Q4,경기소비재,-0.058738377608712575,0.0,-0.03833353004805193,001740
32,고려제강,2016,Q4,철강_소재,-0.1449928696559611,0.0026092171321816515,-0.08755903846896625,002240
32,넥센타이어,2016,Q4,경기소비재,-0.12315621736663916,0.01625250238571141,-0.053861977203336395,002350
32,세아제강,2016,Q4,철강_소재,-0.010978750295810732,-0.006818044057224859,0.004857649723900681,003030
32,일신방직,2016,Q4,경기소비재,-0.3281529472554554,0.0,-0.021147975876196386,003200
32,쌍용차,2016,Q4,경기소비재,-0.021960996984554046,0.05655567691379715,-0.1325755947205061,003620
32,현대제철,2016,Q4,철강_소재,0.04664328826368218,0.010324905987799227,-0.10366545839367891,004020
32,한솔홀딩스,2016,Q4,경기소비재,-0.10450812581784394,0.05133557955925583,-0.01567346860090981,004150
32,신세계,2016,Q4,경기소비재,-0.1250910976894108,0.010207344100248372,0.1026015577107203,004170
32,세방전지,2016,Q4,경기소비재,-0.15849834835393145,0.0618912665976985,0.008039294315257912,004490
32,조광피혁,2016,Q4,경기소비재,-0.14332937753979935,0.0,-0.08147125915029933,004700
32,삼광글라스,2016,Q4,철강_소재,-0.149271919845978,0.0,-0.0609245815231092,005090
32,현대차,2016,Q4,경기소비재,0.08123772202730022,0.07761622328823226,-0.08572477838403338,005380
32,POSCO,2016,Q4,철강_소재,0.025641436592305125,0.012239540613818045,-0.12269171515578473,005490
32,에스엘,2016,Q4,경기소비재,0.15441191175498448,0.6397464840351292,-0.05751161223983275,005850
32,동아타이어,2016,Q4,경기소비재,-0.08110160236504049,0.0,-0.04396113074062374,007340
32,서연,2016,Q4,경기소비재,-0.13856747277789458,0.12405415869009784,-0.06236598117187158,007860
32,호텔신라,2016,Q4,경기소비재,-0.2686594330801799,0.0,0.22734837605928437,008770
32,한샘,2016,Q4,경기소비재,0.07566731204512554,0.07105902551952115,-0.05524916880091872,009240
32,무림P&P,2016,Q4,철강_소재,-0.10232083653125833,0.0,-0.08745173200031178,009580
32,모토닉,2016,Q4,경기소비재,-0.16967993910914425,0.0032473011884808223,-0.04627565718365297,009680
32,고려아연,2016,Q4,철강_소재,-0.21336761181161024,-0.012624309675706935,-0.08259713105397186,010130
32,화신,2016,Q4,경기소비재,-0.17611509157120483,0.0389371187734433,-0.06997338016216384,010690
32,현대위아,2016,Q4,경기소비재,-0.17593734315199627,0.029642064221189868,-0.054535421763642275,011210
32,현대모비스,2016,Q4,경기소비재,-0.1661729977465027,0.009404076939146355,-0.01531751941282853,012330
32,에스원,2016,Q4,경기소비재,-0.163558521829094,0.0,0.06734778033609526,012750
32,한온시스템,2016,Q4,경기소비재,-0.24842980633691059,-0.010723988066391743,-0.06295230864897312,018880
32,대교,2016,Q4,경기소비재,-0.1781660375548701,0.018079667892386908,-0.022141904115905123,019680
32,한섬,2016,Q4,경기소비재,-0.41664844299369624,0.05686404228370434,0.10560895513605378,020000
32,코웨이,2016,Q4,경기소비재,-0.07569962901117441,0.04919399158817028,0.07739202801712655,021240
32,롯데쇼핑,2016,Q4,경기소비재,-0.16984539693873774,0.008735953268874885,0.1526559495000687,023530
32,삼성물산,2016,Q4,경기소비재,-0.24877155441054766,0.07126332024235627,-0.07319788674963668,028260
32,세종공업,2016,Q4,경기소비재,-0.16439790251076333,0.0,-0.11046476906264334,033530
32,강원랜드,2016,Q4,경기소비재,-0.07717012695431924,0.030876920117439033,-0.043037928029306435,035250
32,한라홀딩스,2016,Q4,경기소비재,-0.15128989911605464,-0.014201059928273363,-0.1021957416697249,060980
32,S&T모티브,2016,Q4,경기소비재,0.04238933021718386,0.0,-0.11247093076321286,064960
32,현대백화점,2016,Q4,경기소비재,-0.28201985373027555,0.0,0.037015750944246854,069960
32,금호타이어,2016,Q4,경기소비재,-0.3108242015563625,0.016394297175089445,-0.07293272730507593,073240
32,현대리바트,2016,Q4,경기소비재,-0.07144293065335244,0.30645685066669914,-0.021015261874869247,079430
32,베이직하우스,2016,Q4,경기소비재,-0.2527052033418183,0.01361549481280111,-0.033214937048016896,084870
32,LF,2016,Q4,경기소비재,-0.1551495562911765,0.08722599866376646,0.1818703100665439,093050
32,풍산,2016,Q4,철강_소재,-0.14695127517665957,-0.05116453483813621,-0.03965446938268989,103140
32,한국철강,2016,Q4,철강_소재,-0.1800884569441198,0.0,0.005729494479534837,104700
32,한세실업,2016,Q4,경기소비재,0.007692724563312409,0.0,0.02035724021918365,105630
32,영원무역,2016,Q4,경기소비재,0.07130583434311898,0.0,-0.011286650760633982,111770
32,GKL,2016,Q4,경기소비재,-0.12587372545490988,0.0,0.004488625696999232,114090
32,한국타이어,2016,Q4,경기소비재,-0.10650870131391865,-0.006225805470142287,0.07002997740896577,161390
